SAMPID	SMTS
GTEX-11GS4-1826-SM-5HL4T	Colon
GTEX-11GS4-2026-SM-5N9CP	Testis
GTEX-11GS4-2126-SM-5A5KR	Breast
GTEX-11GS4-2326-SM-5A5KS	Kidney
GTEX-11GS4-2526-SM-5A5KT	Muscle
GTEX-11GS4-2626-SM-5A5LD	Adipose Tissue
GTEX-11GS4-2726-SM-5A5LE	Skin
GTEX-11GS4-2826-SM-5HL56	Nerve
GTEX-11GS4-2926-SM-5A5LF	Blood Vessel
GTEX-11GS4-3026-SM-5A5LG	Pituitary
GTEX-11GS4-3126-SM-5A5LH	Brain
GTEX-11GSO-0003-SM-58Q84	Blood
GTEX-11GSO-0003-SM-5DWSW	Blood
GTEX-11GSO-0003-SM-6WBTR	Blood
GTEX-11GSO-0005-SM-5O9CA	Blood
GTEX-11GSO-0011-R1b-SM-57WD3	Brain
GTEX-11GSO-0011-R2a-SM-57WDF	Brain
GTEX-11GSO-0011-R3b-SM-57WB2	Brain
GTEX-11GSO-0226-SM-5A5LV	Adipose Tissue
GTEX-11GSO-0626-SM-5A5LW	Thyroid
GTEX-11GSO-1926-SM-5A5K3	Breast
GTEX-11GSO-2326-SM-5A5LX	Adipose Tissue
GTEX-11GSO-2426-SM-5A5LY	Skin
GTEX-11GSO-2526-SM-5PNVX	Muscle
GTEX-11GSO-2626-SM-5Q5AK	Nerve
GTEX-11GSO-2826-SM-5HL6Q	Pituitary
GTEX-11GSO-2926-SM-5HL73	Brain
GTEX-11GSO-3026-SM-5Q5AL	Brain
GTEX-11GSP-0004-SM-58Q83	Blood
GTEX-11GSP-0004-SM-5DWSV	Blood
GTEX-11GSP-0004-SM-6WBTQ	Blood
GTEX-11GSP-0006-SM-5N9EL	Blood
GTEX-11GSP-0008-SM-5Q5DM	Skin
GTEX-11GSP-0011-R10a-SM-5NQ7J	Brain
GTEX-11GSP-0011-R11b-SM-5NQ7V	Brain
GTEX-11GSP-0011-R5a-SM-57WBE	Brain
GTEX-11GSP-0011-R6b-SM-57WBQ	Brain
GTEX-11GSP-0011-R7b-SM-57WC3	Brain
GTEX-11GSP-0011-R8b-SM-5NQ79	Brain
GTEX-11GSP-0011-R9b-SM-5NQ77	Brain
GTEX-11GSP-0126-SM-5A5KU	Thyroid
GTEX-11GSP-0226-SM-5A5KV	Ovary
GTEX-11GSP-0326-SM-5A5KW	Adrenal Gland
GTEX-11GSP-0426-SM-5A5KX	Pancreas
GTEX-11GSP-0626-SM-5986T	Liver
GTEX-11GSP-0726-SM-5986L	Lung
GTEX-11GSP-1126-SM-5A5LM	Blood Vessel
GTEX-11GSP-1226-SM-5985M	Heart
GTEX-11GSP-1326-SM-5A5KY	Heart
GTEX-11GSP-1626-SM-5986N	Colon
GTEX-11GSP-1726-SM-5A5LI	Esophagus
GTEX-11GSP-1826-SM-5N9DQ	Esophagus
GTEX-11GSP-2126-SM-5HL5E	Stomach
GTEX-11GSP-2226-SM-5HL5Q	Vagina
GTEX-11GSP-2326-SM-5HL63	Skin
GTEX-11GSP-2426-SM-5N9BD	Uterus
GTEX-11GSP-2526-SM-5N9BP	Skin
GTEX-11GSP-2726-SM-5A5LJ	Muscle
GTEX-11GSP-2826-SM-5A5LK	Nerve
GTEX-11GSP-2926-SM-5N9C2	Blood Vessel
GTEX-11GSP-3026-SM-5N9CE	Pituitary
GTEX-11GSP-3126-SM-5A5LL	Brain
GTEX-11GSP-3226-SM-5986O	Brain
GTEX-11H98-0008-SM-5QGR8	Skin
GTEX-11H98-0011-R10b-SM-5NQ98	Brain
GTEX-11H98-0011-R11b-SM-5NQ6U	Brain
GTEX-11H98-0011-R5b-SM-57WCF	Brain
GTEX-11H98-0011-R8a-SM-5NQ8V	Brain
GTEX-11H98-0126-SM-5EGHG	Skin
GTEX-11H98-0226-SM-5NQ89	Adipose Tissue
GTEX-11H98-0326-SM-5HL4S	Muscle
GTEX-11H98-0426-SM-5HL55	Nerve
GTEX-11I78-0001-SM-5Q5BE	Blood
GTEX-11I78-0002-SM-58Q8G	Blood
GTEX-11I78-0002-SM-5DWT9	Blood
GTEX-11I78-0002-SM-6WBU2	Blood
GTEX-11I78-0005-SM-5N9GB	Blood
GTEX-11I78-0008-SM-5Q5DI	Skin
GTEX-11I78-0126-SM-5HL6F	Lung
GTEX-11I78-0226-SM-5HL6R	Adipose Tissue
GTEX-11I78-0526-SM-5986A	Thyroid
GTEX-11I78-0626-SM-5A5LZ	Pancreas
GTEX-11I78-0726-SM-5A5M1	Blood Vessel
GTEX-11I78-0826-SM-5A5K4	Heart
GTEX-11I78-1026-SM-5HL74	Blood Vessel
GTEX-11I78-1126-SM-5A5K5	Small Intestine
GTEX-11I78-1226-SM-5A5K6	Colon
GTEX-11I78-1326-SM-5PNY9	Colon
GTEX-11I78-1426-SM-5PNVY	Esophagus
GTEX-11I78-1526-SM-5A5K7	Esophagus
GTEX-11I78-1626-SM-5A5M2	Esophagus
GTEX-11I78-1726-SM-5A5M3	Stomach
GTEX-11I78-1826-SM-5A5M4	Adrenal Gland
GTEX-11I78-1926-SM-59878	Ovary
GTEX-11I78-2026-SM-5987C	Vagina
GTEX-11I78-2126-SM-5A5K8	Uterus
GTEX-11I78-2226-SM-5PNYA	Breast
GTEX-11I78-2326-SM-5Q5AH	Blood Vessel
GTEX-11I78-2426-SM-5A5K9	Muscle
GTEX-11I78-2626-SM-5Q5AI	Adipose Tissue
GTEX-11ILO-0002-SM-5CV9V	Blood
GTEX-11ILO-0006-SM-5LZWE	Blood
GTEX-11ILO-0008-SM-5QGR9	Skin
GTEX-11ILO-0126-SM-5A5LN	Skin
GTEX-11ILO-0226-SM-5N9D3	Adipose Tissue
GTEX-11ILO-0426-SM-5HL4V	Nerve
GTEX-11ILO-0526-SM-5N9DF	Blood Vessel
GTEX-11ILO-0626-SM-5A5LO	Skin
GTEX-11ILO-0726-SM-5HL5I	Lung
GTEX-11ILO-1026-SM-5A5LP	Esophagus
GTEX-11ILO-1526-SM-5A5KZ	Pancreas
GTEX-11ILO-2026-SM-5N9CQ	Colon
GTEX-11ILO-2226-SM-5A5L1	Breast
GTEX-11ILO-2526-SM-5A5LQ	Heart
GTEX-11LCK-0002-SM-58Q7P	Blood
GTEX-11LCK-0002-SM-5DWRA	Blood
GTEX-11LCK-0002-SM-6WBSW	Blood
GTEX-11LCK-0005-SM-5O98U	Blood
GTEX-11LCK-0008-SM-5Q5BB	Skin
GTEX-11LCK-0126-SM-5A5M5	Spleen
GTEX-11LCK-0226-SM-5A5M6	Pancreas
GTEX-11LCK-0326-SM-5A5M7	Adipose Tissue
GTEX-11LCK-0426-SM-5A5M8	Lung
GTEX-11LCK-0526-SM-5A5M9	Thyroid
GTEX-11LCK-0726-SM-5PNYC	Blood Vessel
GTEX-11LCK-0826-SM-5PNYD	Heart
GTEX-11LCK-0926-SM-5A5KA	Heart
GTEX-11LCK-1026-SM-5A5KB	Skin
GTEX-11LCK-1126-SM-5A5KC	Adipose Tissue
GTEX-11LCK-1226-SM-5Q5AM	Muscle
GTEX-11LCK-1326-SM-5Q5AN	Nerve
GTEX-11LCK-1426-SM-5HL5R	Blood Vessel
GTEX-11LCK-1526-SM-5HL64	Esophagus
GTEX-11LCK-1626-SM-5PNYB	Esophagus
GTEX-11LCK-1726-SM-5S2OQ	Esophagus
GTEX-11LCK-1926-SM-5A5KE	Small Intestine
GTEX-11LCK-2026-SM-5A5MA	Colon
GTEX-11LCK-2226-SM-5HL4Q	Skin
GTEX-11LCK-2326-SM-5HL53	Testis
GTEX-11LCK-2426-SM-5HL5F	Breast
GTEX-11NSD-0005-SM-5LZZ5	Blood
GTEX-11NSD-0008-SM-5Q5BC	Skin
GTEX-11NSD-0126-SM-5987F	Thyroid
GTEX-11NSD-0226-SM-5A5LR	Adrenal Gland
GTEX-11NSD-0326-SM-5A5LS	Lung
GTEX-11NSD-0426-SM-5N9CR	Spleen
GTEX-11NSD-0526-SM-5A5LT	Pancreas
GTEX-11NSD-0626-SM-5A5LU	Skin
GTEX-11NSD-0826-SM-5986S	Prostate
GTEX-11NSD-0926-SM-5N9DR	Breast
GTEX-11NSD-1026-SM-5N9BE	Testis
GTEX-11NSD-1126-SM-5N9BQ	Esophagus
GTEX-11NSD-1226-SM-5986Q	Esophagus
GTEX-11NSD-1426-SM-5HL67	Stomach
GTEX-11NSD-1626-SM-5986U	Colon
GTEX-11NSD-1726-SM-5N9C3	Small Intestine
GTEX-11NSD-1826-SM-5N9CF	Nerve
GTEX-11NSD-2026-SM-5HL5U	Muscle
GTEX-11NSD-2226-SM-5986V	Skin
GTEX-11NUK-0004-SM-58Q87	Blood
GTEX-11NUK-0004-SM-5DWSZ	Blood
GTEX-11NUK-0004-SM-6WBTU	Blood
GTEX-11NUK-0005-SM-5MR5F	Blood
GTEX-11NUK-0008-SM-5Q5B9	Skin
GTEX-11NUK-0126-SM-5A5L3	Skin
GTEX-11NUK-0226-SM-5A5L4	Muscle
GTEX-11NUK-0426-SM-5HL5V	Nerve
GTEX-11NUK-0526-SM-5A5L5	Blood Vessel
GTEX-11NUK-0726-SM-5A5ME	Blood Vessel
GTEX-11NUK-0826-SM-5HL4U	Lung
GTEX-11NUK-0926-SM-5HL57	Heart
GTEX-11NUK-1026-SM-5HL5J	Thyroid
GTEX-11NUK-1226-SM-5P9GM	Liver
GTEX-11NUK-1326-SM-5P9GN	Esophagus
GTEX-11NUK-1426-SM-5HL68	Esophagus
GTEX-11NUK-1726-SM-5A5L2	Esophagus
GTEX-11NUK-2026-SM-5PNVZ	Adipose Tissue
GTEX-11NUK-2426-SM-5BC4U	Stomach
GTEX-11NUK-2626-SM-5A5MB	Testis
GTEX-11NUK-2726-SM-5A5MC	Skin
GTEX-11NUK-2926-SM-5A5MD	Brain
GTEX-11NUK-3026-SM-5986K	Brain
GTEX-11NUK-3126-SM-5986M	Pituitary
GTEX-11NV4-0001-SM-58Q86	Blood
GTEX-11NV4-0001-SM-5DWSY	Blood
GTEX-11NV4-0001-SM-6WBTT	Blood
GTEX-11NV4-0005-SM-5N9EX	Blood
GTEX-11NV4-0008-SM-5Q5BA	Skin
GTEX-11NV4-0011-R5a-SM-5NQ88	Brain
GTEX-11NV4-0011-R6a-SM-57WD5	Brain
GTEX-11NV4-0011-R7a-SM-57WDH	Brain
GTEX-11NV4-0326-SM-5HL58	Muscle
GTEX-11NV4-0526-SM-5N9BF	Blood Vessel
GTEX-11NV4-0626-SM-5N9BR	Thyroid
GTEX-11NV4-0826-SM-5BC4S	Heart
GTEX-11NV4-1126-SM-5HL6J	Lung
GTEX-11NV4-1326-SM-5HL6V	Liver
GTEX-11NV4-1426-SM-5BC4W	Adipose Tissue
GTEX-11NV4-1726-SM-5N9FC	Testis
GTEX-11NV4-1926-SM-5N9D4	Salivary Gland
GTEX-11NV4-2026-SM-5N9DG	Breast
GTEX-11NV4-2126-SM-5N9DS	Brain
GTEX-11NV4-2226-SM-5BC4T	Brain
GTEX-11NV4-2326-SM-5BC4X	Pituitary
GTEX-11O72-0006-SM-5O9DB	Blood
GTEX-11O72-0008-SM-5Q5DN	Skin
GTEX-11O72-0126-SM-59887	Skin
GTEX-11O72-0226-SM-59869	Adipose Tissue
GTEX-11O72-0326-SM-5986D	Muscle
GTEX-11O72-0426-SM-5BC5B	Blood Vessel
GTEX-11O72-0526-SM-5Q5AO	Nerve
GTEX-11O72-0626-SM-5PNYE	Skin
GTEX-11O72-0726-SM-5P9GO	Testis
GTEX-11O72-1026-SM-5986B	Heart
GTEX-11O72-1126-SM-5N9E2	Heart
GTEX-11O72-1326-SM-5BC5A	Lung
GTEX-11O72-1926-SM-5PNW1	Esophagus
GTEX-11O72-2026-SM-5N9G8	Esophagus
GTEX-11O72-2126-SM-5N9FO	Breast
GTEX-11O72-2226-SM-5PNW2	Colon
GTEX-11O72-2326-SM-5BC7H	Thyroid
GTEX-11O72-2726-SM-5HL6K	Prostate
GTEX-11O72-2826-SM-5HL6W	Brain
GTEX-11O72-2926-SM-5BC4V	Brain
GTEX-11O72-3026-SM-5986R	Pituitary
GTEX-11OC5-0004-SM-5S2O6	Blood
GTEX-11OC5-0006-SM-5N9FA	Blood
GTEX-11OC5-0008-SM-5S2OH	Skin
GTEX-11OC5-0126-SM-5HL6A	Skin
GTEX-11OC5-0326-SM-5PNW5	Muscle
GTEX-11OC5-0426-SM-5Q5AR	Blood Vessel
GTEX-11OC5-0526-SM-5N9EE	Nerve
GTEX-11OC5-0626-SM-5HL6M	Brain
GTEX-11OC5-0726-SM-5P9JK	Brain
GTEX-11OF3-0006-SM-5O9CM	Blood
GTEX-11OF3-0008-SM-5S2NH	Skin
GTEX-11OF3-0011-R11a-SM-57WCR	Brain
GTEX-11OF3-0011-R5a-SM-57WB4	Brain
GTEX-11OF3-0011-R6b-SM-57WBG	Brain
GTEX-11OF3-0011-R7a-SM-57WCG	Brain
GTEX-11OF3-0011-R8b-SM-57WCS	Brain
GTEX-11OF3-0126-SM-5PNYF	Skin
GTEX-11OF3-0626-SM-5BC4Y	Thyroid
GTEX-11OF3-0726-SM-5BC4Z	Liver
GTEX-11OF3-0826-SM-5BC51	Adipose Tissue
GTEX-11OF3-1126-SM-5986C	Lung
GTEX-11OF3-1326-SM-5N9FJ	Kidney
GTEX-11OF3-1726-SM-5GU5Q	Prostate
GTEX-11OF3-1826-SM-5987N	Testis
GTEX-11OF3-1926-SM-59889	Breast
GTEX-11OF3-2226-SM-5986F	Esophagus
GTEX-11OF3-2326-SM-5GU73	Esophagus
GTEX-11OF3-2426-SM-5Q5AS	Adipose Tissue
GTEX-11OF3-2526-SM-5P9JL	Muscle
GTEX-11OF3-2626-SM-5GU7F	Skin
GTEX-11OF3-2926-SM-5HL78	Brain
GTEX-11OF3-3026-SM-5GU52	Pituitary
GTEX-11OF3-3126-SM-5GU5E	Brain
GTEX-11ONC-0003-SM-5DWT5	Blood
GTEX-11ONC-0005-SM-5O9CY	Blood
GTEX-11ONC-0008-SM-5S2MG	Skin
GTEX-11ONC-0011-R1a-SM-57WD4	Brain
GTEX-11ONC-0011-R8b-SM-5NQ87	Brain
GTEX-11ONC-0011-R9b-SM-5NQ8J	Brain
GTEX-11ONC-0126-SM-5PNW6	Heart
GTEX-11ONC-0526-SM-5BC57	Pancreas
GTEX-11ONC-0926-SM-5BC5E	Blood Vessel
GTEX-11ONC-1026-SM-5GU64	Heart
GTEX-11ONC-1126-SM-5GU6G	Blood Vessel
GTEX-11ONC-1426-SM-5N9F4	Esophagus
GTEX-11ONC-1526-SM-5GU6S	Esophagus
GTEX-11ONC-1926-SM-5GU75	Colon
GTEX-11ONC-2026-SM-5HL61	Colon
GTEX-11ONC-2126-SM-5HL6E	Breast
GTEX-11ONC-2226-SM-5HL6D	Testis
GTEX-11ONC-2326-SM-5HL6P	Nerve
GTEX-11ONC-2426-SM-5GU7H	Muscle
GTEX-11ONC-2526-SM-5986W	Adipose Tissue
GTEX-11ONC-2726-SM-5N9DZ	Blood Vessel
GTEX-11ONC-2826-SM-5P9GQ	Pituitary
GTEX-11ONC-2926-SM-5P9JM	Brain
GTEX-11ONC-3026-SM-5985W	Brain
GTEX-11P7K-0002-SM-58Q9D	Blood
GTEX-11P7K-0002-SM-5DWTW	Blood
GTEX-11P7K-0002-SM-6WBUI	Blood
GTEX-11P7K-0003-SM-5S2OU	Blood
GTEX-11P7K-0006-SM-5N9FM	Blood
GTEX-11P7K-0008-SM-5S2O5	Skin
GTEX-11P7K-0126-SM-5986E	Adrenal Gland
GTEX-11P7K-0226-SM-5986Z	Thyroid
GTEX-11P7K-0326-SM-59871	Lung
GTEX-11P7K-0426-SM-5BC5H	Spleen
GTEX-11P7K-0526-SM-5BC5I	Pancreas
GTEX-11P7K-0626-SM-5985Z	Prostate
GTEX-11P7K-0726-SM-5EGKX	Breast
GTEX-11P7K-0826-SM-5BC5F	Adipose Tissue
GTEX-11P7K-1026-SM-5HL6Y	Testis
GTEX-11P7K-1126-SM-5HL4L	Skin
GTEX-11P7K-1226-SM-5HL4X	Esophagus
GTEX-11P7K-1326-SM-5BC5G	Esophagus
GTEX-11P7K-1426-SM-5EGKY	Esophagus
GTEX-11P7K-1526-SM-5EGI7	Colon
GTEX-11P7K-1626-SM-5GU63	Small Intestine
GTEX-11P7K-1726-SM-5GU6F	Stomach
GTEX-11P7K-1826-SM-5HL5A	Colon
GTEX-11P7K-1926-SM-5GU6R	Muscle
GTEX-11P7K-2026-SM-5GU74	Adipose Tissue
GTEX-11P7K-2126-SM-5GU7G	Skin
GTEX-11P7K-2226-SM-5GU56	Nerve
GTEX-11P7K-2326-SM-5EGKZ	Blood Vessel
GTEX-11P81-0002-SM-58Q88	Blood
GTEX-11P81-0002-SM-5DWT1	Blood
GTEX-11P81-0002-SM-6WBTV	Blood
GTEX-11P81-0006-SM-5NQ7A	Blood
GTEX-11P81-0008-SM-5S2OT	Skin
GTEX-11P81-0126-SM-5HL5Y	Thyroid
GTEX-11P81-0226-SM-5HL5M	Lung
GTEX-11P81-0326-SM-5HL6B	Blood Vessel
GTEX-11P81-0526-SM-59873	Heart
GTEX-11P81-0726-SM-5PNYH	Adipose Tissue
GTEX-11P81-0826-SM-5P9GR	Esophagus
GTEX-11P81-0926-SM-59874	Esophagus
GTEX-11P81-1026-SM-5GU54	Esophagus
GTEX-11P81-1126-SM-5GU5G	Colon
GTEX-11P81-1326-SM-5GU5S	Spleen
GTEX-11P81-1426-SM-5P9JN	Colon
GTEX-11P81-1526-SM-5P9GS	Ovary
GTEX-11P81-1626-SM-5BC52	Uterus
GTEX-11P81-1926-SM-5BC53	Breast
GTEX-11P81-2026-SM-5P9GT	Salivary Gland
GTEX-11P81-2126-SM-5HL6N	Vagina
GTEX-11P81-2226-SM-5PNYI	Skin
GTEX-11P81-2326-SM-59875	Skin
GTEX-11P81-2426-SM-5GU65	Adipose Tissue
GTEX-11P81-2526-SM-5GU6H	Muscle
GTEX-11P81-2626-SM-5GU6T	Nerve
GTEX-11P81-2726-SM-59876	Blood Vessel
GTEX-11P82-0003-SM-58Q7E	Blood
GTEX-11P82-0003-SM-5DWRC	Blood
GTEX-11P82-0003-SM-6WBSX	Blood
GTEX-11P82-0006-SM-5N9FY	Blood
GTEX-11P82-0008-SM-5S2MS	Skin
GTEX-11P82-0126-SM-5HL72	Blood Vessel
GTEX-11P82-0226-SM-5HL4O	Thyroid
GTEX-11P82-0326-SM-5HL51	Adipose Tissue
GTEX-11P82-0426-SM-5HL5D	Esophagus
GTEX-11P82-0526-SM-5986P	Esophagus
GTEX-11P82-0626-SM-5PNYK	Esophagus
GTEX-11P82-0726-SM-5PNYL	Stomach
GTEX-11P82-0826-SM-5P9GU	Small Intestine
GTEX-11P82-0926-SM-5986X	Salivary Gland
GTEX-11P82-1026-SM-5BC5J	Colon
GTEX-11P82-1126-SM-5BC5K	Prostate
GTEX-11P82-1226-SM-5HL5P	Colon
GTEX-11P82-1326-SM-5HL62	Breast
GTEX-11P82-1426-SM-5BC5L	Skin
GTEX-11P82-1526-SM-5BC5M	Testis
GTEX-11P82-1626-SM-59879	Skin
GTEX-11P82-1726-SM-5Q5AT	Adipose Tissue
GTEX-11P82-1826-SM-5PNYJ	Muscle
GTEX-11P82-1926-SM-5Q5AU	Nerve
GTEX-11PRG-0004-SM-58Q9A	Blood
GTEX-11PRG-0004-SM-5DWRB	Blood
GTEX-11PRG-0004-SM-6WBUN	Blood
GTEX-11PRG-0005-SM-5NQ6X	Blood
GTEX-11PRG-0008-SM-5S2N5	Skin
GTEX-11PRG-0011-R2a-SM-69LQ5	Brain
GTEX-11PRG-0126-SM-5BC55	Nerve
GTEX-11PRG-0326-SM-5GU53	Muscle
GTEX-11PRG-0626-SM-5BC56	Adipose Tissue
GTEX-11PRG-0726-SM-5EGL1	Skin
GTEX-11PRG-0826-SM-5EQ6A	Breast
GTEX-11PRG-0926-SM-5EGI8	Lung
GTEX-11PRG-1526-SM-5HL6Z	Adipose Tissue
GTEX-11PRG-2026-SM-5GU5F	Colon
GTEX-11PRG-2226-SM-5GU5R	Kidney
GTEX-11PRG-2826-SM-5BC54	Brain
GTEX-11PRG-2926-SM-5987A	Brain
GTEX-11TT1-0001-SM-58Q8E	Blood
GTEX-11TT1-0001-SM-5DWT7	Blood
GTEX-11TT1-0001-SM-6WBTZ	Blood
GTEX-11TT1-0004-SM-5S2NT	Blood
GTEX-11TT1-0005-SM-5NQ8Y	Blood
GTEX-11TT1-0008-SM-5S2P8	Skin
GTEX-11TT1-0126-SM-5LUAA	Adrenal Gland
GTEX-11TT1-0326-SM-5LUAY	Pancreas
GTEX-11TT1-0426-SM-5EGI9	Esophagus
GTEX-11TT1-0526-SM-5P9JO	Esophagus
GTEX-11TT1-0626-SM-5GU4X	Esophagus
GTEX-11TT1-0726-SM-5GU5A	Stomach
GTEX-11TT1-0926-SM-5GU5M	Colon
GTEX-11TT1-1026-SM-5PNW7	Colon
GTEX-11TT1-1126-SM-5P9GV	Thyroid
GTEX-11TT1-1226-SM-5Q5AV	Blood Vessel
GTEX-11TT1-1326-SM-5PNYM	Heart
GTEX-11TT1-1426-SM-5EGIA	Heart
GTEX-11TT1-1526-SM-5EQKU	Blood Vessel
GTEX-11TT1-1626-SM-5EQL7	Lung
GTEX-11TT1-1726-SM-5EQLJ	Liver
GTEX-11TT1-1826-SM-5EQLV	Skin
GTEX-11TT1-1926-SM-5PNYN	Adipose Tissue
GTEX-11TT1-2026-SM-5EQM8	Prostate
GTEX-11TT1-2126-SM-5GU5Y	Breast
GTEX-11TT1-2226-SM-5GU6B	Testis
GTEX-11TT1-2326-SM-5GU6N	Muscle
GTEX-11TT1-2426-SM-5EQMK	Adipose Tissue
GTEX-11TT1-2526-SM-5EGIB	Skin
GTEX-11TT1-2626-SM-5EGL2	Nerve
GTEX-11TT1-2726-SM-5LU8L	Blood Vessel
GTEX-11TTK-0002-SM-58Q8B	Blood
GTEX-11TTK-0002-SM-5DWT4	Blood
GTEX-11TTK-0002-SM-6WBTX	Blood
GTEX-11TTK-0005-SM-5O9BX	Blood
GTEX-11TTK-0008-SM-5S2RU	Skin
GTEX-11TTK-0126-SM-5987B	Skin
GTEX-11TTK-0226-SM-5N9EC	Adipose Tissue
GTEX-11TTK-0326-SM-5BC5N	Muscle
GTEX-11TTK-0426-SM-5EQLT	Nerve
GTEX-11TTK-0826-SM-5N9EG	Thyroid
GTEX-11TTK-1926-SM-5PNW8	Kidney
GTEX-11TTK-2426-SM-5PNYO	Colon
GTEX-11TTK-2726-SM-5GU58	Vagina
GTEX-11TTK-2826-SM-5GU5K	Brain
GTEX-11TTK-2926-SM-5PNYP	Brain
GTEX-11TUW-0004-SM-58Q8F	Blood
GTEX-11TUW-0004-SM-5DWT8	Blood
GTEX-11TUW-0004-SM-6WBU1	Blood
GTEX-11TUW-0006-SM-5LZW2	Blood
GTEX-11TUW-0008-SM-5SI6S	Skin
GTEX-11TUW-0011-R5b-SM-5BC6Q	Brain
GTEX-11TUW-0226-SM-5LU8X	Thyroid
GTEX-11TUW-0526-SM-5LU9A	Lung
GTEX-11TUW-0626-SM-5LU9M	Skin
GTEX-11TUW-0926-SM-5EQMW	Blood Vessel
GTEX-11TUW-1026-SM-5GU7D	Heart
GTEX-11TUW-1126-SM-5EQKJ	Heart
GTEX-11TUW-1226-SM-5GU7C	Esophagus
GTEX-11TUW-1326-SM-5EQKV	Esophagus
GTEX-11TUW-1726-SM-5BC5C	Liver
GTEX-11TUW-1826-SM-5BC5D	Breast
GTEX-11TUW-1926-SM-5BC58	Small Intestine
GTEX-11TUW-2026-SM-5EQL8	Colon
GTEX-11TUW-2126-SM-5GU7B	Prostate
GTEX-11TUW-2226-SM-5EQL9	Testis
GTEX-11TUW-2326-SM-5EQMO	Colon
GTEX-11TUW-2426-SM-5EQKB	Salivary Gland
GTEX-11TUW-2526-SM-5EQKN	Muscle
GTEX-11TUW-2626-SM-5EQKZ	Adipose Tissue
GTEX-11TUW-2726-SM-5EQLC	Skin
GTEX-11TUW-2926-SM-5BC59	Blood Vessel
GTEX-11TUW-3026-SM-5EGKM	Pituitary
GTEX-11TUW-3126-SM-5GU4Y	Brain
GTEX-11UD1-0001-SM-58Q8D	Blood
GTEX-11UD1-0001-SM-5DWT6	Blood
GTEX-11UD1-0001-SM-6WBTY	Blood
GTEX-11UD1-0008-SM-5S2P6	Skin
GTEX-11UD1-0011-R1b-SM-5BC7D	Brain
GTEX-11UD1-0011-R2b-SM-5BC6O	Brain
GTEX-11UD1-0011-R3a-SM-5BC6S	Brain
GTEX-11UD1-0011-R5b-SM-5P9FP	Brain
GTEX-11UD1-0126-SM-5PNYG	Skin
GTEX-11UD1-0226-SM-5EQKL	Adipose Tissue
GTEX-11UD1-0326-SM-5EQKX	Muscle
GTEX-11UD2-0001-SM-58Q8A	Blood
GTEX-11UD2-0001-SM-5DWT3	Blood
GTEX-11UD2-0001-SM-6WBTW	Blood
GTEX-11UD2-0005-SM-5NQ9B	Blood
GTEX-11UD2-0008-SM-5S2P7	Skin
GTEX-11UD2-0126-SM-5EQL2	Adipose Tissue
GTEX-11UD2-0226-SM-5EQKY	Skin
GTEX-11UD2-0326-SM-5EQLE	Muscle
GTEX-11UD2-0426-SM-5EQ5W	Nerve
GTEX-11UD2-0526-SM-5GU69	Blood Vessel
GTEX-11UD2-0626-SM-5GU6L	Thyroid
GTEX-11UD2-0726-SM-5EQ69	Lung
GTEX-11UD2-0826-SM-5EQKS	Blood Vessel
GTEX-11UD2-0926-SM-5CVL6	Heart
GTEX-11UD2-1126-SM-5EQM6	Blood Vessel
GTEX-11UD2-1226-SM-5EQMI	Esophagus
GTEX-11UD2-1526-SM-5EQLQ	Esophagus
GTEX-11UD2-1626-SM-5EQM3	Liver
GTEX-11UD2-2526-SM-5CVNU	Skin
GTEX-11UD2-2826-SM-5GU6X	Testis
GTEX-11VI4-0001-SM-5S2OI	Blood
GTEX-11VI4-0003-SM-58Q81	Blood
GTEX-11VI4-0003-SM-5DWTX	Blood
GTEX-11VI4-0003-SM-6WBUJ	Blood
GTEX-11VI4-0006-SM-5N9D8	Blood
GTEX-11VI4-0126-SM-5GU6Z	Spleen
GTEX-11VI4-0226-SM-5GU6C	Thyroid
GTEX-11VI4-0326-SM-5EQ6L	Stomach
GTEX-11VI4-0426-SM-5EGHZ	Pancreas
GTEX-11VI4-0526-SM-5EQ48	Esophagus
GTEX-11VI4-0626-SM-5EQLO	Esophagus
GTEX-11VI4-0726-SM-5GU5B	Vagina
GTEX-11VI4-0826-SM-5GU5N	Esophagus
GTEX-11VI4-1026-SM-5EQM1	Ovary
GTEX-11VI4-1126-SM-5EQMD	Skin
GTEX-11VI4-1226-SM-5EQMP	Adipose Tissue
GTEX-11VI4-1426-SM-5GU6O	Colon
GTEX-11VI4-1526-SM-5EQKC	Colon
GTEX-11VI4-1626-SM-5EQKO	Small Intestine
GTEX-11VI4-1726-SM-5CVLH	Skin
GTEX-11VI4-1926-SM-5CVLI	Muscle
GTEX-11VI4-2026-SM-5CVLJ	Blood Vessel
GTEX-11VI4-2126-SM-5EGI1	Nerve
GTEX-11WQC-0003-SM-58Q8N	Blood
GTEX-11WQC-0003-SM-5DWTG	Blood
GTEX-11WQC-0003-SM-6WBU8	Blood
GTEX-11WQC-0006-SM-5LZVP	Blood
GTEX-11WQC-0008-SM-5SI6R	Skin
GTEX-11WQC-0011-R10a-SM-57WCT	Brain
GTEX-11WQC-0011-R11b-SM-57WD6	Brain
GTEX-11WQC-0011-R5a-SM-5BC74	Brain
GTEX-11WQC-0011-R6a-SM-5BC77	Brain
GTEX-11WQC-0011-R7b-SM-5BC7A	Brain
GTEX-11WQC-0011-R8b-SM-57WCH	Brain
GTEX-11WQC-0626-SM-5EQMF	Lung
